county,precinct,office,candidate,votes,district
Washoe,201,Attorney General,Adam Laxalt,129,
Washoe,201,Attorney General,Ross Miller,139,
Washoe,201,Attorney General,None Of These Candidates,8,
Washoe,201,Governor,Robert Goodman,48,
Washoe,201,Governor,None Of These Candidates,12,
Washoe,201,Governor,Brian Sandoval,232,
Washoe,201,Governor,David Vanderbeek,3,
Washoe,201,State House,Pat Hickey,216,25
Washoe,201,State House,Niklas Putnam,60,25
Washoe,201,U.S. House,Mark Amodei,191,2
Washoe,201,U.S. House,Janine Hansen,16,2
Washoe,201,U.S. House,Kristen Spees,81,2
Washoe,201,Attorney General,Jonathan Hansen,9,
Washoe,201,Attorney General,Adam Laxalt,118,
Washoe,201,Attorney General,Ross Miller,137,
Washoe,201,Attorney General,None Of These Candidates,12,
Washoe,201,Governor,Robert Goodman,62,
Washoe,201,Governor,None Of These Candidates,15,
Washoe,201,Governor,Brian Sandoval,191,
Washoe,201,Governor,David Vanderbeek,8,
Washoe,201,State House,Pat Hickey,172,25
Washoe,201,State House,Niklas Putnam,75,25
Washoe,201,U.S. House,Mark Amodei,166,2
Washoe,201,U.S. House,Janine Hansen,18,2
Washoe,201,U.S. House,Kristen Spees,89,2
Washoe,201,Attorney General,Jonathan Hansen,42,
Washoe,201,Attorney General,Adam Laxalt,216,
Washoe,201,Attorney General,Ross Miller,256,
Washoe,201,Attorney General,None Of These Candidates,11,
Washoe,201,Governor,Robert Goodman,126,
Washoe,201,Governor,None Of These Candidates,15,
Washoe,201,Governor,Brian Sandoval,376,
Washoe,201,Governor,David Vanderbeek,14,
Washoe,201,State House,Randy Kirner,212,26
Washoe,201,State House,Lisa Krasner,248,26
Washoe,201,State Senate,John Everhart,42,16
Washoe,201,State Senate,Michael Kelley,206,16
Washoe,201,State Senate,Ben Kieckhefer,261,16
Washoe,201,U.S. House,Mark Amodei,288,2
Washoe,201,U.S. House,Janine Hansen,35,2
Washoe,201,U.S. House,Kristen Spees,193,2
Washoe,201,Attorney General,Jonathan Hansen,14,
Washoe,201,Attorney General,Adam Laxalt,161,
Washoe,201,Attorney General,Ross Miller,129,
Washoe,201,Attorney General,None Of These Candidates,7,
Washoe,201,Governor,Robert Goodman,37,
Washoe,201,Governor,None Of These Candidates,7,
Washoe,201,Governor,Brian Sandoval,268,
Washoe,201,Governor,David Vanderbeek,2,
Washoe,201,State House,Dave Cook,92,40
Washoe,201,State House,Philip O'Neill,188,40
Washoe,201,State House,John Wagner,13,40
Washoe,201,State Senate,John Everhart,11,16
Washoe,201,State Senate,Michael Kelley,80,16
Washoe,201,State Senate,Ben Kieckhefer,209,16
Washoe,201,U.S. House,Mark Amodei,221,2
Washoe,201,U.S. House,Janine Hansen,10,2
Washoe,201,U.S. House,Kristen Spees,80,2
Washoe,202,Attorney General,Jonathan Hansen,9,
Washoe,202,Attorney General,Adam Laxalt,40,
Washoe,202,Attorney General,Ross Miller,49,
Washoe,202,Attorney General,None Of These Candidates,2,
Washoe,202,Governor,Robert Goodman,23,
Washoe,202,Governor,None Of These Candidates,3,
Washoe,202,Governor,Brian Sandoval,72,
Washoe,202,Governor,David Vanderbeek,2,
Washoe,202,State House,Randy Kirner,37,26
Washoe,202,State House,Lisa Krasner,50,26
Washoe,202,State Senate,John Everhart,12,16
Washoe,202,State Senate,Michael Kelley,35,16
Washoe,202,State Senate,Ben Kieckhefer,50,16
Washoe,202,U.S. House,Mark Amodei,54,2
Washoe,202,U.S. House,Janine Hansen,5,2
Washoe,202,U.S. House,Kristen Spees,40,2
Washoe,202,Attorney General,Jonathan Hansen,11,
Washoe,202,Attorney General,Adam Laxalt,144,
Washoe,202,Attorney General,Ross Miller,143,
Washoe,202,Attorney General,None Of These Candidates,7,
Washoe,202,Governor,Robert Goodman,49,
Washoe,202,Governor,None Of These Candidates,3,
Washoe,202,Governor,Brian Sandoval,252,
Washoe,202,Governor,David Vanderbeek,4,
Washoe,202,State House,Pat Hickey,218,25
Washoe,202,State House,Niklas Putnam,65,25
Washoe,202,U.S. House,Mark Amodei,213,2
Washoe,202,U.S. House,Janine Hansen,6,2
Washoe,202,U.S. House,Kristen Spees,83,2
Washoe,202,Attorney General,Jonathan Hansen,11,
Washoe,202,Attorney General,Adam Laxalt,151,
Washoe,202,Attorney General,Ross Miller,157,
Washoe,202,Attorney General,None Of These Candidates,4,
Washoe,202,Governor,Robert Goodman,37,
Washoe,202,Governor,None Of These Candidates,14,
Washoe,202,Governor,Brian Sandoval,270,
Washoe,202,Governor,David Vanderbeek,5,
Washoe,202,State House,Randy Kirner,159,26
Washoe,202,State House,Lisa Krasner,124,26
Washoe,202,State Senate,John Everhart,15,16
Washoe,202,State Senate,Michael Kelley,80,16
Washoe,202,State Senate,Ben Kieckhefer,223,16
Washoe,202,U.S. House,Mark Amodei,223,2
Washoe,202,U.S. House,Janine Hansen,19,2
Washoe,202,U.S. House,Kristen Spees,82,2
Washoe,202,Attorney General,Jonathan Hansen,23,
Washoe,202,Attorney General,Adam Laxalt,127,
Washoe,202,Attorney General,Ross Miller,146,
Washoe,202,Attorney General,None Of These Candidates,9,
Washoe,202,Governor,Robert Goodman,81,
Washoe,202,Governor,None Of These Candidates,8,
Washoe,202,Governor,Brian Sandoval,207,
Washoe,202,Governor,David Vanderbeek,10,
Washoe,202,State House,Randy Kirner,106,26
Washoe,202,State House,Lisa Krasner,147,26
Washoe,202,State Senate,John Everhart,25,16
Washoe,202,State Senate,Michael Kelley,119,16
Washoe,202,State Senate,Ben Kieckhefer,152,16
Washoe,202,U.S. House,Mark Amodei,170,2
Washoe,202,U.S. House,Janine Hansen,21,2
Washoe,202,U.S. House,Kristen Spees,115,2
Washoe,202,Attorney General,Jonathan Hansen,7,
Washoe,202,Attorney General,Adam Laxalt,133,
Washoe,202,Attorney General,Ross Miller,156,
Washoe,202,Attorney General,None Of These Candidates,2,
Washoe,202,Governor,Robert Goodman,32,
Washoe,202,Governor,None Of These Candidates,2,
Washoe,202,Governor,Brian Sandoval,261,
Washoe,202,Governor,David Vanderbeek,4,
Washoe,202,State House,Pat Hickey,241,25
Washoe,202,State House,Niklas Putnam,38,25
Washoe,202,U.S. House,Mark Amodei,232,2
Washoe,202,U.S. House,Janine Hansen,5,2
Washoe,202,U.S. House,Kristen Spees,60,2
Washoe,202,Attorney General,Jonathan Hansen,10,
Washoe,202,Attorney General,Adam Laxalt,51,
Washoe,202,Attorney General,Ross Miller,55,
Washoe,202,Attorney General,None Of These Candidates,9,
Washoe,202,Governor,Robert Goodman,27,
Washoe,202,Governor,None Of These Candidates,8,
Washoe,202,Governor,Brian Sandoval,86,
Washoe,202,Governor,David Vanderbeek,6,
Washoe,202,State House,Pat Hickey,64,25
Washoe,202,State House,Niklas Putnam,40,25
Washoe,202,U.S. House,Mark Amodei,60,2
Washoe,202,U.S. House,Janine Hansen,11,2
Washoe,202,U.S. House,Kristen Spees,52,2
Washoe,202,Attorney General,Jonathan Hansen,11,
Washoe,202,Attorney General,Adam Laxalt,161,
Washoe,202,Attorney General,Ross Miller,206,
Washoe,202,Attorney General,None Of These Candidates,6,
Washoe,202,Governor,Robert Goodman,70,
Washoe,202,Governor,None Of These Candidates,13,
Washoe,202,Governor,Brian Sandoval,291,
Washoe,202,Governor,David Vanderbeek,11,
Washoe,202,State House,Pat Hickey,259,25
Washoe,202,State House,Niklas Putnam,99,25
Washoe,202,U.S. House,Mark Amodei,230,2
Washoe,202,U.S. House,Janine Hansen,20,2
Washoe,202,U.S. House,Kristen Spees,132,2
Washoe,202,Attorney General,Jonathan Hansen,15,
Washoe,202,Attorney General,Adam Laxalt,223,
Washoe,202,Attorney General,Ross Miller,276,
Washoe,202,Attorney General,None Of These Candidates,15,
Washoe,202,Governor,Robert Goodman,59,
Washoe,202,Governor,None Of These Candidates,18,
Washoe,202,Governor,Brian Sandoval,453,
Washoe,202,Governor,David Vanderbeek,5,
Washoe,202,State House,Pat Hickey,416,25
Washoe,202,State House,Niklas Putnam,84,25
Washoe,202,U.S. House,Mark Amodei,367,2
Washoe,202,U.S. House,Janine Hansen,17,2
Washoe,202,U.S. House,Kristen Spees,143,2
Washoe,202,Attorney General,Jonathan Hansen,16,
Washoe,202,Attorney General,Adam Laxalt,154,
Washoe,202,Attorney General,Ross Miller,160,
Washoe,202,Attorney General,None Of These Candidates,7,
Washoe,202,Governor,Robert Goodman,54,
Washoe,202,Governor,None Of These Candidates,8,
Washoe,202,Governor,Brian Sandoval,267,
Washoe,202,Governor,David Vanderbeek,8,
Washoe,202,State House,Pat Hickey,233,25
Washoe,202,State House,Niklas Putnam,70,25
Washoe,202,U.S. House,Mark Amodei,226,2
Washoe,202,U.S. House,Janine Hansen,10,2
Washoe,202,U.S. House,Kristen Spees,100,2
Washoe,203,Attorney General,Jonathan Hansen,20,
Washoe,203,Attorney General,Adam Laxalt,154,
Washoe,203,Attorney General,Ross Miller,158,
Washoe,203,Attorney General,None Of These Candidates,13,
Washoe,203,Governor,Robert Goodman,44,
Washoe,203,Governor,None Of These Candidates,8,
Washoe,203,Governor,Brian Sandoval,288,
Washoe,203,Governor,David Vanderbeek,5,
Washoe,203,State House,Pat Hickey,252,25
Washoe,203,State House,Niklas Putnam,84,25
Washoe,203,U.S. House,Mark Amodei,241,2
Washoe,203,U.S. House,Janine Hansen,14,2
Washoe,203,U.S. House,Kristen Spees,88,2
Washoe,203,Attorney General,Jonathan Hansen,21,
Washoe,203,Attorney General,Adam Laxalt,297,
Washoe,203,Attorney General,Ross Miller,252,
Washoe,203,Attorney General,None Of These Candidates,10,
Washoe,203,Governor,Robert Goodman,84,
Washoe,203,Governor,None Of These Candidates,9,
Washoe,203,Governor,Brian Sandoval,489,
Washoe,203,Governor,David Vanderbeek,6,
Washoe,203,State House,Randy Kirner,258,26
Washoe,203,State House,Lisa Krasner,269,26
Washoe,203,State Senate,John Everhart,23,16
Washoe,203,State Senate,Michael Kelley,171,16
Washoe,203,State Senate,Ben Kieckhefer,376,16
Washoe,203,U.S. House,Mark Amodei,391,2
Washoe,203,U.S. House,Janine Hansen,23,2
Washoe,203,U.S. House,Kristen Spees,170,2
Washoe,203,Attorney General,Jonathan Hansen,12,
Washoe,203,Attorney General,Adam Laxalt,111,
Washoe,203,Attorney General,Ross Miller,101,
Washoe,203,Attorney General,None Of These Candidates,9,
Washoe,203,Governor,Robert Goodman,52,
Washoe,203,Governor,None Of These Candidates,11,
Washoe,203,Governor,Brian Sandoval,166,
Washoe,203,Governor,David Vanderbeek,7,
Washoe,203,State House,Randy Kirner,89,26
Washoe,203,State House,Lisa Krasner,117,26
Washoe,203,State Senate,John Everhart,13,16
Washoe,203,State Senate,Michael Kelley,87,16
Washoe,203,State Senate,Ben Kieckhefer,132,16
Washoe,203,U.S. House,Mark Amodei,137,2
Washoe,203,U.S. House,Janine Hansen,13,2
Washoe,203,U.S. House,Kristen Spees,82,2
Washoe,203,Attorney General,Jonathan Hansen,20,
Washoe,203,Attorney General,Adam Laxalt,238,
Washoe,203,Attorney General,Ross Miller,215,
Washoe,203,Attorney General,None Of These Candidates,13,
Washoe,203,Governor,Robert Goodman,70,
Washoe,203,Governor,None Of These Candidates,11,
Washoe,203,Governor,Brian Sandoval,409,
Washoe,203,Governor,David Vanderbeek,8,
Washoe,203,State House,Randy Kirner,199,26
Washoe,203,State House,Lisa Krasner,229,26
Washoe,203,State Senate,John Everhart,21,16
Washoe,203,State Senate,Michael Kelley,138,16
Washoe,203,State Senate,Ben Kieckhefer,310,16
Washoe,203,U.S. House,Mark Amodei,328,2
Washoe,203,U.S. House,Janine Hansen,20,2
Washoe,203,U.S. House,Kristen Spees,142,2
Washoe,203,Attorney General,Jonathan Hansen,8,
Washoe,203,Attorney General,Adam Laxalt,213,
Washoe,203,Attorney General,Ross Miller,131,
Washoe,203,Attorney General,None Of These Candidates,7,
Washoe,203,Governor,Robert Goodman,31,
Washoe,203,Governor,None Of These Candidates,4,
Washoe,203,Governor,Brian Sandoval,319,
Washoe,203,Governor,David Vanderbeek,7,
Washoe,203,State House,Pat Hickey,312,25
Washoe,203,State House,Niklas Putnam,40,25
Washoe,203,U.S. House,Mark Amodei,296,2
Washoe,203,U.S. House,Janine Hansen,11,2
Washoe,203,U.S. House,Kristen Spees,47,2
Washoe,203,Attorney General,Jonathan Hansen,15,
Washoe,203,Attorney General,Adam Laxalt,275,
Washoe,203,Attorney General,Ross Miller,174,
Washoe,203,Attorney General,None Of These Candidates,10,
Washoe,203,Governor,Robert Goodman,59,
Washoe,203,Governor,None Of These Candidates,16,
Washoe,203,Governor,Brian Sandoval,394,
Washoe,203,Governor,David Vanderbeek,6,
Washoe,203,State House,Randy Kirner,234,26
Washoe,203,State House,Lisa Krasner,183,26
Washoe,203,State Senate,John Everhart,15,16
Washoe,203,State Senate,Michael Kelley,115,16
Washoe,203,State Senate,Ben Kieckhefer,331,16
Washoe,203,U.S. House,Mark Amodei,339,2
Washoe,203,U.S. House,Janine Hansen,15,2
Washoe,203,U.S. House,Kristen Spees,116,2
Washoe,203,Attorney General,Jonathan Hansen,21,
Washoe,203,Attorney General,Adam Laxalt,226,
Washoe,203,Attorney General,Ross Miller,232,
Washoe,203,Attorney General,None Of These Candidates,10,
Washoe,203,Governor,Robert Goodman,89,
Washoe,203,Governor,None Of These Candidates,7,
Washoe,203,Governor,Brian Sandoval,385,
Washoe,203,Governor,David Vanderbeek,9,
Washoe,203,State House,Randy Kirner,204,26
Washoe,203,State House,Lisa Krasner,217,26
Washoe,203,State Senate,John Everhart,27,16
Washoe,203,State Senate,Michael Kelley,147,16
Washoe,203,State Senate,Ben Kieckhefer,290,16
Washoe,203,U.S. House,Mark Amodei,308,2
Washoe,203,U.S. House,Janine Hansen,19,2
Washoe,203,U.S. House,Kristen Spees,155,2
Washoe,203,Attorney General,Jonathan Hansen,11,
Washoe,203,Attorney General,Adam Laxalt,106,
Washoe,203,Attorney General,Ross Miller,79,
Washoe,203,Attorney General,None Of These Candidates,9,
Washoe,203,Governor,Robert Goodman,25,
Washoe,203,Governor,None Of These Candidates,4,
Washoe,203,Governor,Brian Sandoval,175,
Washoe,203,Governor,David Vanderbeek,2,
Washoe,203,State House,Randy Kirner,101,26
Washoe,203,State House,Lisa Krasner,81,26
Washoe,203,State Senate,John Everhart,19,16
Washoe,203,State Senate,Michael Kelley,50,16
Washoe,203,State Senate,Ben Kieckhefer,130,16
Washoe,203,U.S. House,Mark Amodei,146,2
Washoe,203,U.S. House,Janine Hansen,8,2
Washoe,203,U.S. House,Kristen Spees,50,2
Washoe,203,Attorney General,Jonathan Hansen,17,
Washoe,203,Attorney General,Adam Laxalt,70,
Washoe,203,Attorney General,Ross Miller,78,
Washoe,203,Attorney General,None Of These Candidates,1,
Washoe,203,Governor,Robert Goodman,45,
Washoe,203,Governor,None Of These Candidates,10,
Washoe,203,Governor,Brian Sandoval,106,
Washoe,203,Governor,David Vanderbeek,6,
Washoe,203,State House,Pat Hickey,91,25
Washoe,203,State House,Niklas Putnam,60,25
Washoe,203,U.S. House,Mark Amodei,77,2
Washoe,203,U.S. House,Janine Hansen,14,2
Washoe,203,U.S. House,Kristen Spees,75,2
Washoe,204,Attorney General,Jonathan Hansen,4,
Washoe,204,Attorney General,Adam Laxalt,116,
Washoe,204,Attorney General,Ross Miller,144,
Washoe,204,Attorney General,None Of These Candidates,5,
Washoe,204,Governor,Robert Goodman,64,
Washoe,204,Governor,None Of These Candidates,6,
Washoe,204,Governor,Brian Sandoval,196,
Washoe,204,Governor,David Vanderbeek,4,
Washoe,204,State House,Pat Hickey,168,25
Washoe,204,State House,Niklas Putnam,75,25
Washoe,204,U.S. House,Mark Amodei,151,2
Washoe,204,U.S. House,Janine Hansen,11,2
Washoe,204,U.S. House,Kristen Spees,105,2
Washoe,204,Attorney General,Jonathan Hansen,22,
Washoe,204,Attorney General,Adam Laxalt,178,
Washoe,204,Attorney General,Ross Miller,174,
Washoe,204,Attorney General,None Of These Candidates,18,
Washoe,204,Governor,Robert Goodman,65,
Washoe,204,Governor,None Of These Candidates,7,
Washoe,204,Governor,Brian Sandoval,319,
Washoe,204,Governor,David Vanderbeek,10,
Washoe,204,State House,Randy Kirner,149,26
Washoe,204,State House,Lisa Krasner,183,26
Washoe,204,State Senate,John Everhart,16,16
Washoe,204,State Senate,Michael Kelley,109,16
Washoe,204,State Senate,Ben Kieckhefer,255,16
Washoe,204,U.S. House,Mark Amodei,256,2
Washoe,204,U.S. House,Janine Hansen,23,2
Washoe,204,U.S. House,Kristen Spees,115,2
Washoe,204,Attorney General,Jonathan Hansen,21,
Washoe,204,Attorney General,Adam Laxalt,258,
Washoe,204,Attorney General,Ross Miller,267,
Washoe,204,Attorney General,None Of These Candidates,14,
Washoe,204,Governor,Robert Goodman,90,
Washoe,204,Governor,None Of These Candidates,9,
Washoe,204,Governor,Brian Sandoval,459,
Washoe,204,Governor,David Vanderbeek,5,
Washoe,204,State House,Randy Kirner,220,26
Washoe,204,State House,Lisa Krasner,262,26
Washoe,204,State Senate,John Everhart,28,16
Washoe,204,State Senate,Michael Kelley,182,16
Washoe,204,State Senate,Ben Kieckhefer,327,16
Washoe,204,U.S. House,Mark Amodei,340,2
Washoe,204,U.S. House,Janine Hansen,30,2
Washoe,204,U.S. House,Kristen Spees,186,2
Washoe,204,Attorney General,Jonathan Hansen,,
Washoe,204,Attorney General,Adam Laxalt,,
Washoe,204,Attorney General,Ross Miller,,
Washoe,204,Attorney General,None Of These Candidates,,
Washoe,204,Governor,Robert Goodman,,
Washoe,204,Governor,None Of These Candidates,,
Washoe,204,Governor,Brian Sandoval,,
Washoe,204,Governor,David Vanderbeek,,
Washoe,204,State House,Randy Kirner,,26
Washoe,204,State House,Lisa Krasner,,26
Washoe,204,State Senate,John Everhart,,16
Washoe,204,State Senate,Michael Kelley,,16
Washoe,204,State Senate,Ben Kieckhefer,,16
Washoe,204,U.S. House,Mark Amodei,,2
Washoe,204,U.S. House,Janine Hansen,,2
Washoe,204,U.S. House,Kristen Spees,,2
Washoe,204,Attorney General,Jonathan Hansen,,
Washoe,204,Attorney General,Adam Laxalt,,
Washoe,204,Attorney General,Ross Miller,,
Washoe,204,Attorney General,None Of These Candidates,,
Washoe,204,Governor,Robert Goodman,,
Washoe,204,Governor,None Of These Candidates,,
Washoe,204,Governor,Brian Sandoval,,
Washoe,204,Governor,David Vanderbeek,,
Washoe,204,State House,Randy Kirner,,26
Washoe,204,State House,Lisa Krasner,,26
Washoe,204,State Senate,John Everhart,,16
Washoe,204,State Senate,Michael Kelley,,16
Washoe,204,State Senate,Ben Kieckhefer,,16
Washoe,204,U.S. House,Mark Amodei,,2
Washoe,204,U.S. House,Janine Hansen,,2
Washoe,204,U.S. House,Kristen Spees,,2
Washoe,204,Attorney General,Jonathan Hansen,0,
Washoe,204,Attorney General,Adam Laxalt,0,
Washoe,204,Attorney General,Ross Miller,0,
Washoe,204,Attorney General,None Of These Candidates,0,
Washoe,204,Governor,Robert Goodman,0,
Washoe,204,Governor,None Of These Candidates,0,
Washoe,204,Governor,Brian Sandoval,0,
Washoe,204,Governor,David Vanderbeek,0,
Washoe,204,State House,Randy Kirner,0,26
Washoe,204,State House,Lisa Krasner,0,26
Washoe,204,State Senate,John Everhart,0,16
Washoe,204,State Senate,Michael Kelley,0,16
Washoe,204,State Senate,Ben Kieckhefer,0,16
Washoe,204,U.S. House,Mark Amodei,0,2
Washoe,204,U.S. House,Janine Hansen,0,2
Washoe,204,U.S. House,Kristen Spees,0,2
Washoe,204,Attorney General,Jonathan Hansen,,
Washoe,204,Attorney General,Adam Laxalt,,
Washoe,204,Attorney General,Ross Miller,,
Washoe,204,Attorney General,None Of These Candidates,,
Washoe,204,Governor,Robert Goodman,,
Washoe,204,Governor,None Of These Candidates,,
Washoe,204,Governor,Brian Sandoval,,
Washoe,204,Governor,David Vanderbeek,,
Washoe,204,State House,Randy Kirner,,26
Washoe,204,State House,Lisa Krasner,,26
Washoe,204,State Senate,John Everhart,,16
Washoe,204,State Senate,Michael Kelley,,16
Washoe,204,State Senate,Ben Kieckhefer,,16
Washoe,204,U.S. House,Mark Amodei,,2
Washoe,204,U.S. House,Janine Hansen,,2
Washoe,204,U.S. House,Kristen Spees,,2
Washoe,204,Attorney General,Jonathan Hansen,14,
Washoe,204,Attorney General,Adam Laxalt,177,
Washoe,204,Attorney General,Ross Miller,157,
Washoe,204,Attorney General,None Of These Candidates,12,
Washoe,204,Governor,Robert Goodman,60,
Washoe,204,Governor,None Of These Candidates,8,
Washoe,204,Governor,Brian Sandoval,296,
Washoe,204,Governor,David Vanderbeek,7,
Washoe,204,State House,Randy Kirner,154,26
Washoe,204,State House,Lisa Krasner,158,26
Washoe,204,State Senate,John Everhart,20,16
Washoe,204,State Senate,Michael Kelley,103,16
Washoe,204,State Senate,Ben Kieckhefer,226,16
Washoe,204,U.S. House,Mark Amodei,236,2
Washoe,204,U.S. House,Janine Hansen,16,2
Washoe,204,U.S. House,Kristen Spees,111,2
Washoe,204,Attorney General,Jonathan Hansen,0,
Washoe,204,Attorney General,Adam Laxalt,0,
Washoe,204,Attorney General,Ross Miller,0,
Washoe,204,Attorney General,None Of These Candidates,0,
Washoe,204,Governor,Robert Goodman,0,
Washoe,204,Governor,None Of These Candidates,0,
Washoe,204,Governor,Brian Sandoval,0,
Washoe,204,Governor,David Vanderbeek,0,
Washoe,204,State House,Randy Kirner,0,26
Washoe,204,State House,Lisa Krasner,0,26
Washoe,204,State Senate,John Everhart,0,16
Washoe,204,State Senate,Michael Kelley,0,16
Washoe,204,State Senate,Ben Kieckhefer,0,16
Washoe,204,U.S. House,Mark Amodei,0,2
Washoe,204,U.S. House,Janine Hansen,0,2
Washoe,204,U.S. House,Kristen Spees,0,2
Washoe,204,Attorney General,Jonathan Hansen,16,
Washoe,204,Attorney General,Adam Laxalt,109,
Washoe,204,Attorney General,Ross Miller,137,
Washoe,204,Attorney General,None Of These Candidates,7,
Washoe,204,Governor,Robert Goodman,71,
Washoe,204,Governor,None Of These Candidates,11,
Washoe,204,Governor,Brian Sandoval,181,
Washoe,204,Governor,David Vanderbeek,8,
Washoe,204,State House,David Bobzien,208,24
Washoe,204,State Senate,Thomas Koziol,111,13
Washoe,204,State Senate,Debbie Smith,143,13
Washoe,204,U.S. House,Mark Amodei,120,2
Washoe,204,U.S. House,Janine Hansen,26,2
Washoe,204,U.S. House,Kristen Spees,118,2
Washoe,205,Attorney General,Jonathan Hansen,17,
Washoe,205,Attorney General,Adam Laxalt,154,
Washoe,205,Attorney General,Ross Miller,215,
Washoe,205,Attorney General,None Of These Candidates,7,
Washoe,205,Governor,Robert Goodman,47,
Washoe,205,Governor,None Of These Candidates,18,
Washoe,205,Governor,Brian Sandoval,328,
Washoe,205,Governor,David Vanderbeek,2,
Washoe,205,State House,Pat Hickey,289,25
Washoe,205,State House,Niklas Putnam,74,25
Washoe,205,U.S. House,Mark Amodei,256,2
Washoe,205,U.S. House,Janine Hansen,9,2
Washoe,205,U.S. House,Kristen Spees,124,2
Washoe,205,Attorney General,Jonathan Hansen,0,
Washoe,205,Attorney General,Adam Laxalt,0,
Washoe,205,Attorney General,Ross Miller,0,
Washoe,205,Attorney General,None Of These Candidates,0,
Washoe,205,Governor,Robert Goodman,0,
Washoe,205,Governor,None Of These Candidates,0,
Washoe,205,Governor,Brian Sandoval,0,
Washoe,205,Governor,David Vanderbeek,0,
Washoe,205,State House,Pat Hickey,0,25
Washoe,205,State House,Niklas Putnam,0,25
Washoe,205,U.S. House,Mark Amodei,0,2
Washoe,205,U.S. House,Janine Hansen,0,2
Washoe,205,U.S. House,Kristen Spees,0,2
Washoe,205,Attorney General,Jonathan Hansen,0,
Washoe,205,Attorney General,Adam Laxalt,0,
Washoe,205,Attorney General,Ross Miller,0,
Washoe,205,Attorney General,None Of These Candidates,0,
Washoe,205,Governor,Robert Goodman,0,
Washoe,205,Governor,None Of These Candidates,0,
Washoe,205,Governor,Brian Sandoval,0,
Washoe,205,Governor,David Vanderbeek,0,
Washoe,205,State House,Randy Kirner,0,26
Washoe,205,State House,Lisa Krasner,0,26
Washoe,205,State Senate,John Everhart,0,16
Washoe,205,State Senate,Michael Kelley,0,16
Washoe,205,State Senate,Ben Kieckhefer,0,16
Washoe,205,U.S. House,Mark Amodei,0,2
Washoe,205,U.S. House,Janine Hansen,0,2
Washoe,205,U.S. House,Kristen Spees,0,2
Washoe,205,Attorney General,Jonathan Hansen,0,
Washoe,205,Attorney General,Adam Laxalt,0,
Washoe,205,Attorney General,Ross Miller,0,
Washoe,205,Attorney General,None Of These Candidates,0,
Washoe,205,Governor,Robert Goodman,0,
Washoe,205,Governor,None Of These Candidates,0,
Washoe,205,Governor,Brian Sandoval,0,
Washoe,205,Governor,David Vanderbeek,0,
Washoe,205,State House,Randy Kirner,0,26
Washoe,205,State House,Lisa Krasner,0,26
Washoe,205,State Senate,John Everhart,0,16
Washoe,205,State Senate,Michael Kelley,0,16
Washoe,205,State Senate,Ben Kieckhefer,0,16
Washoe,205,U.S. House,Mark Amodei,0,2
Washoe,205,U.S. House,Janine Hansen,0,2
Washoe,205,U.S. House,Kristen Spees,0,2
Washoe,205,Attorney General,Jonathan Hansen,,
Washoe,205,Attorney General,Adam Laxalt,,
Washoe,205,Attorney General,Ross Miller,,
Washoe,205,Attorney General,None Of These Candidates,,
Washoe,205,Governor,Robert Goodman,,
Washoe,205,Governor,None Of These Candidates,,
Washoe,205,Governor,Brian Sandoval,,
Washoe,205,Governor,David Vanderbeek,,
Washoe,205,State House,Randy Kirner,,26
Washoe,205,State House,Lisa Krasner,,26
Washoe,205,State Senate,John Everhart,,16
Washoe,205,State Senate,Michael Kelley,,16
Washoe,205,State Senate,Ben Kieckhefer,,16
Washoe,205,U.S. House,Mark Amodei,,2
Washoe,205,U.S. House,Janine Hansen,,2
Washoe,205,U.S. House,Kristen Spees,,2
Washoe,205,Attorney General,Jonathan Hansen,0,
Washoe,205,Attorney General,Adam Laxalt,0,
Washoe,205,Attorney General,Ross Miller,0,
Washoe,205,Attorney General,None Of These Candidates,0,
Washoe,205,Governor,Robert Goodman,0,
Washoe,205,Governor,None Of These Candidates,0,
Washoe,205,Governor,Brian Sandoval,0,
Washoe,205,Governor,David Vanderbeek,0,
Washoe,205,State House,Randy Kirner,0,26
Washoe,205,State House,Lisa Krasner,0,26
Washoe,205,State Senate,John Everhart,0,16
Washoe,205,State Senate,Michael Kelley,0,16
Washoe,205,State Senate,Ben Kieckhefer,0,16
Washoe,205,U.S. House,Mark Amodei,0,2
Washoe,205,U.S. House,Janine Hansen,0,2
Washoe,205,U.S. House,Kristen Spees,0,2
Washoe,205,Attorney General,Jonathan Hansen,31,
Washoe,205,Attorney General,Adam Laxalt,257,
Washoe,205,Attorney General,Ross Miller,248,
Washoe,205,Attorney General,None Of These Candidates,19,
Washoe,205,Governor,Robert Goodman,82,
Washoe,205,Governor,None Of These Candidates,13,
Washoe,205,Governor,Brian Sandoval,449,
Washoe,205,Governor,David Vanderbeek,15,
Washoe,205,State House,Randy Kirner,249,26
Washoe,205,State House,Lisa Krasner,237,26
Washoe,205,State Senate,John Everhart,25,16
Washoe,205,State Senate,Michael Kelley,147,16
Washoe,205,State Senate,Ben Kieckhefer,372,16
Washoe,205,U.S. House,Mark Amodei,369,2
Washoe,205,U.S. House,Janine Hansen,31,2
Washoe,205,U.S. House,Kristen Spees,153,2
Washoe,205,Attorney General,Jonathan Hansen,4,
Washoe,205,Attorney General,Adam Laxalt,49,
Washoe,205,Attorney General,Ross Miller,48,
Washoe,205,Attorney General,None Of These Candidates,2,
Washoe,205,Governor,Robert Goodman,19,
Washoe,205,Governor,None Of These Candidates,2,
Washoe,205,Governor,Brian Sandoval,83,
